company_id	ticker	canonical_input	taxonomy_namespace	taxonomy_concept	disposition	accounting_perimeter	observed_records	active_annual_sources	source_forms	reason_code	professional_review_status
sec-cik:0001018724	AMZN	capital_expenditure	us-gaap	PaymentsToAcquireProductiveAssets	reviewed_alias	company_reported_property_and_equipment_cash_purchases	146	2	10-K,10-Q	issuer_reported_property_equipment_cash_purchases	pending_named_professional_disposition
sec-cik:0001018724	AMZN	capital_expenditure	us-gaap	PaymentsToAcquirePropertyPlantAndEquipment	canonical	consolidated_periodic_filing	152	0	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001018724	AMZN	net_income	us-gaap	NetIncomeLoss	canonical	consolidated_periodic_filing	416	2	10-K,10-Q,DEF 14A	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001018724	AMZN	operating_cash_flow	us-gaap	NetCashProvidedByUsedInOperatingActivities	canonical	consolidated_periodic_filing	323	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001018724	AMZN	operating_income	us-gaap	OperatingIncomeLoss	canonical	consolidated_periodic_filing	285	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001018724	AMZN	revenue	us-gaap	RevenueFromContractWithCustomerExcludingAssessedTax	canonical	consolidated_periodic_filing	124	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001018724	AMZN	revenue	us-gaap	SalesRevenueNet	rejected	unreviewed	185	0	10-K,10-Q	unreviewed_issuer_specific_concept	not_submitted_for_review
sec-cik:0001018724	AMZN	stockholders_equity	us-gaap	StockholdersEquity	canonical	consolidated_periodic_filing	242	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001018724	AMZN	total_assets	us-gaap	Assets	canonical	consolidated_periodic_filing	147	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001018724	AMZN	total_liabilities			unavailable	unavailable	0	0		authorized_annual_source_unavailable	not_submitted_for_review
sec-cik:0001045810	NVDA	capital_expenditure	us-gaap	PaymentsToAcquireProductiveAssets	context_only	company_reported_property_equipment_and_intangible_assets	33	2	10-K,10-Q	productive_assets_scope_is_broader_than_ppe_capex	pending_named_professional_disposition
sec-cik:0001045810	NVDA	capital_expenditure	us-gaap	PaymentsToAcquirePropertyPlantAndEquipment	canonical	consolidated_periodic_filing	55	0	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001045810	NVDA	net_income	us-gaap	NetIncomeLoss	canonical	consolidated_periodic_filing	310	2	10-K,10-Q,DEF 14A	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001045810	NVDA	operating_cash_flow	us-gaap	NetCashProvidedByUsedInOperatingActivities	canonical	consolidated_periodic_filing	159	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001045810	NVDA	operating_income	us-gaap	OperatingIncomeLoss	canonical	consolidated_periodic_filing	221	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001045810	NVDA	revenue	us-gaap	RevenueFromContractWithCustomerExcludingAssessedTax	canonical	consolidated_periodic_filing	28	0	10-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001045810	NVDA	revenue	us-gaap	Revenues	reviewed_alias	consolidated_periodic_filing	276	2	10-K,10-Q	issuer_specific_revenue_alias	pending_named_professional_disposition
sec-cik:0001045810	NVDA	stockholders_equity	us-gaap	StockholdersEquity	canonical	consolidated_periodic_filing	242	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001045810	NVDA	total_assets	us-gaap	Assets	canonical	consolidated_periodic_filing	136	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001045810	NVDA	total_liabilities	us-gaap	Liabilities	canonical	consolidated_periodic_filing	84	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001108524	CRM	capital_expenditure	us-gaap	PaymentsToAcquireProductiveAssets	rejected	unreviewed	4	0	10-K,10-Q	unreviewed_issuer_specific_concept	not_submitted_for_review
sec-cik:0001108524	CRM	capital_expenditure	us-gaap	PaymentsToAcquirePropertyPlantAndEquipment	canonical	consolidated_periodic_filing	224	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001108524	CRM	net_income	us-gaap	NetIncomeLoss	canonical	consolidated_periodic_filing	358	2	10-K,10-Q,8-K,DEF 14A	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001108524	CRM	operating_cash_flow	us-gaap	NetCashProvidedByUsedInOperatingActivities	canonical	consolidated_periodic_filing	224	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001108524	CRM	operating_income	us-gaap	OperatingIncomeLoss	canonical	consolidated_periodic_filing	312	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001108524	CRM	revenue	us-gaap	RevenueFromContractWithCustomerExcludingAssessedTax	canonical	consolidated_periodic_filing	122	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001108524	CRM	revenue	us-gaap	Revenues	rejected	unreviewed	145	0	10-K,10-Q,8-K	unreviewed_issuer_specific_concept	not_submitted_for_review
sec-cik:0001108524	CRM	stockholders_equity	us-gaap	StockholdersEquity	canonical	consolidated_periodic_filing	254	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001108524	CRM	total_assets	us-gaap	Assets	canonical	consolidated_periodic_filing	138	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001108524	CRM	total_liabilities	us-gaap	Liabilities	canonical	consolidated_periodic_filing	138	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001326801	META	capital_expenditure	us-gaap	PaymentsToAcquirePropertyPlantAndEquipment	canonical	consolidated_periodic_filing	126	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001326801	META	net_income	us-gaap	NetIncomeLoss	canonical	consolidated_periodic_filing	190	2	10-K,10-Q,DEF 14A	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001326801	META	operating_cash_flow	us-gaap	NetCashProvidedByUsedInOperatingActivities	canonical	consolidated_periodic_filing	129	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001326801	META	operating_income	us-gaap	OperatingIncomeLoss	canonical	consolidated_periodic_filing	182	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001326801	META	revenue	us-gaap	RevenueFromContractWithCustomerExcludingAssessedTax	canonical	consolidated_periodic_filing	106	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001326801	META	revenue	us-gaap	Revenues	rejected	unreviewed	86	0	10-K,10-Q	unreviewed_issuer_specific_concept	not_submitted_for_review
sec-cik:0001326801	META	stockholders_equity	us-gaap	StockholdersEquity	canonical	consolidated_periodic_filing	208	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001326801	META	total_assets	us-gaap	Assets	canonical	consolidated_periodic_filing	115	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001326801	META	total_liabilities	us-gaap	Liabilities	canonical	consolidated_periodic_filing	115	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001341439	ORCL	capital_expenditure	us-gaap	PaymentsToAcquirePropertyPlantAndEquipment	canonical	consolidated_periodic_filing	135	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001341439	ORCL	net_income	us-gaap	NetIncomeLoss	canonical	consolidated_periodic_filing	188	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001341439	ORCL	operating_cash_flow	us-gaap	NetCashProvidedByUsedInOperatingActivities	canonical	consolidated_periodic_filing	111	2	10-K,10-Q,10-Q/A	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001341439	ORCL	operating_income	us-gaap	OperatingIncomeLoss	canonical	consolidated_periodic_filing	221	2	10-K,10-Q,10-Q/A	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001341439	ORCL	revenue	us-gaap	RevenueFromContractWithCustomerExcludingAssessedTax	canonical	consolidated_periodic_filing	104	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0001341439	ORCL	revenue	us-gaap	Revenues	rejected	unreviewed	141	2	10-K,10-Q,10-Q/A	unreviewed_issuer_specific_concept	not_submitted_for_review
